Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-31 19,18,10.33,28.15,0,10,40.4,36.32,1,0,0,1,Fan fault,
2024-01-01 07,18,12.72,30.45,0,12.01,43.04,42.27,2,1,0,1,Fan fault,
2024-01-01 08,18,12.71,30.78,0,12.01,42.99,42.28,2,1,0,1,Fan fault,
2024-01-01 09,18,12.87,30.76,0,12.01,42.73,42.24,2,1,0,1,Fan fault,
2024-01-01 10,18,12.79,30.4,0,12.01,42.47,42.36,2,1,0,1,Fan fault,
2024-01-01 11,18,13.1,30.92,0,12.01,42.42,42.28,2,1,0,1,Fan fault,
2024-01-01 12,18,13.27,30.71,0,12.01,43.02,42.32,2,1,0,1,Fan fault,
2024-01-01 13,18,13.27,30.66,0,12.01,42.94,42.38,2,1,0,1,Fan fault,
2024-01-01 14,18,13.48,31.13,0,12.01,42.65,42.41,2,1,0,1,Fan fault,
2024-01-01 15,18,13.64,30.83,0,12.01,42.49,42.34,2,1,0,1,Fan fault,
2024-01-01 16,18,13.7,30.75,0,12.01,42.44,42.26,2,1,0,1,Fan fault,
2024-01-01 17,18,13.71,31.01,0,12.01,43.1,42.3,2,1,0,1,Fan fault,
2024-01-01 18,18,13.68,30.75,0,12.01,43.08,42.31,2,1,0,1,Fan fault,
2024-01-01 19,18,13.6,30.92,0,12.01,42.79,42.36,2,1,0,1,Fan fault,
2024-01-02 07,18,12.96,30.87,0,12.01,42.43,42.25,2,1,0,1,Fan fault,
2024-01-02 08,18,11.49,31.55,0,12.01,42.77,42.55,2,1,0,1,Fan fault,
2024-01-02 09,18,11.03,30.99,0,12.01,42.88,42.72,2,1,0,1,Fan fault,
2024-01-02 10,18,10.84,31.39,0,12.01,42.75,42.7,2,1,0,1,Fan fault,
2024-01-02 11,18,10.51,31.71,0,12.01,42.69,42.71,2,1,0,1,Fan fault,
2024-01-02 12,18,10.38,32.06,0,12.01,42.67,42.88,2,1,0,1,Fan fault,
2024-01-02 13,18,10.16,32.26,0,12.01,43.14,42.71,2,1,0,1,Fan fault,
2024-01-02 14,18,10.36,32.47,0,12.01,43.1,42.71,2,1,0,1,Fan fault,
2024-01-02 15,18,10.5,32.66,0,12.01,42.88,42.78,2,1,0,1,Fan fault,
2024-01-02 16,18,10.6,32.96,0,12.01,42.75,42.68,2,1,0,1,Fan fault,
2024-01-02 17,18,10.33,33.03,0,12.01,42.68,42.6,2,1,0,1,Fan fault,
2024-01-02 18,18,13.41,31.35,0,12.01,43.04,42.66,2,1,0,1,Fan fault,
2024-01-03 07,18,12.35,30.53,0,12.01,42.64,42.63,2,1,0,1,Fan fault,
2024-01-03 08,18,12.19,30.15,0,12.01,42.56,42.74,2,1,0,1,Fan fault,
2024-01-03 09,18,11.82,30.94,0,12.01,42.63,42.82,2,1,0,1,Fan fault,
2024-01-03 10,18,10.95,31.59,0,12.01,43.12,42.87,2,1,0,1,Fan fault,
2024-01-03 11,18,10.89,31.98,0,12.01,42.89,42.81,2,1,0,1,Fan fault,
2024-01-03 12,18,10.92,32.04,0,12.01,42.61,40.84,1.54,0.6,0.38,0.56,Fan fault,
2024-01-03 13,18,11.01,31.92,0,12.01,43.76,34.79,1.2,0,1,0.2,Fan fault,
2024-01-03 14,18,10.63,31.45,0,12.01,44.01,35.5,1,0,1,0,Fan fault,
2024-01-03 15,18,10.63,31.27,0,12.01,44.13,39.48,1,0,1,0,Fan fault,
2024-01-03 16,18,10.62,31.64,0,12.01,44.11,41.17,1,0,1,0,Fan fault,
2024-01-03 17,18,10.61,31.93,0,12.01,44.21,41.91,1,0,1,0,Fan fault,
2024-01-03 18,18,10.5,31.96,0,12.01,44.16,42.25,1,0,1,0,Fan fault,
2024-01-03 19,18,10.66,31.28,0,12.01,44.22,42.41,1,0,1,0,Fan fault,
2024-01-04 07,18,11.69,27.41,0,12.01,42.97,42.34,2,0,1,1,Fan fault,
2024-01-04 08,18,10.92,28.73,0,12.01,40.39,35.65,2,0,1,1,Fan fault,
2024-01-04 09,18,9.19,28.01,0,12.01,27.5,23.91,1.75,0,1,0.75,Fan fault,
2024-01-04 10,18,8.92,29.76,0,12.01,40.53,22.26,1,0,1,0,Fan fault,
2024-01-04 11,18,9.25,31.26,0,12.01,43.82,33.36,1,0,1,0,Fan fault,
2024-01-04 12,18,9.35,30.89,0,12.01,44.01,38.43,1,0,1,0,Fan fault,
2024-01-04 13,18,9.72,30.5,0,12.01,43.95,40.54,1,0,1,0,Fan fault,
2024-01-04 14,18,9.8,31.05,0,12.01,43.87,41.36,1,0,1,0,Fan fault,
2024-01-04 15,18,10.12,31.66,0,12.01,43.8,41.82,1,0,1,0,Fan fault,
2024-01-04 16,18,10.09,31.2,0,12.01,43.98,42.06,1,0,1,0,Fan fault,
2024-01-04 17,18,10.04,30.82,0,12.01,44.01,42.25,1,0,1,0,Fan fault,
2024-01-04 18,18,10.2,31.13,0,12.01,43.95,42.33,1,0,1,0,Fan fault,
2024-01-04 19,18,10.91,31.63,0,12.01,43.7,42.36,0.75,0,0.75,0,Fan fault,
2024-01-05 08,18,13.33,29.64,0,12.01,44.42,30.92,1,0,1,0,Fan fault,
2024-01-05 09,18,11.69,30.27,0,12.01,43.91,38.32,1,0,1,0,Fan fault,
2024-01-05 10,18,11.05,30.45,0,12.01,43.96,40.6,1,0,1,0,Fan fault,
2024-01-05 11,18,10.9,30.27,0,12.01,43.83,41.46,1,0,1,0,Fan fault,
2024-01-05 12,18,11.34,30.14,0,12.01,43.76,41.89,1,0,1,0,Fan fault,
2024-01-05 13,18,11.69,30.12,0,12.01,43.83,42.1,1,0,1,0,Fan fault,
2024-01-05 14,18,12.21,29.82,0,12.01,43.57,42.18,1,0,1,0,Fan fault,
2024-01-05 15,18,12.36,28.49,0,12.01,43.82,42.2,1,0,1,0,Fan fault,
2024-01-05 16,18,11.89,30.08,0,12.01,44.04,42.35,1,0,1,0,Fan fault,
2024-01-05 17,18,11.95,31.4,0,12.01,43.77,42.47,1,0,1,0,Fan fault,
2024-01-05 18,18,11.68,31.2,0,12.01,43.83,42.52,1,0,1,0,Fan fault,
2024-01-05 19,18,12.36,31.13,0,12.01,43.99,42.55,1.25,0,1,0.25,Fan fault,
2024-01-06 07,18,14.54,27.15,0,12.01,42.76,42.35,2,0,1,1,Fan fault,
2024-01-06 08,18,14.54,26.7,0,12.01,42.72,41.13,1.5,0,1,0.5,Fan fault,
2024-01-06 09,18,14.52,26.25,0,12.01,43.39,41.03,1,0,1,0,Fan fault,
2024-01-06 10,18,14.42,25.89,0,12.01,43.26,41.43,1,0,1,0,Fan fault,
2024-01-06 11,18,14.47,25.73,0,12.01,43.14,41.52,1,0,1,0,Fan fault,
2024-01-06 12,18,14.6,26.25,0,12.01,43.25,41.54,1,0,1,0,Fan fault,
2024-01-06 13,18,14.71,27.33,0,12.01,43.13,41.51,1,0,1,0,Fan fault,
2024-01-06 14,18,14.95,28.23,0,12.01,43.19,41.51,1,0,1,0,Fan fault,
2024-01-06 15,18,14.94,28.33,0,12.01,43.19,41.5,1,0,1,0,Fan fault,
2024-01-06 17,18,14.92,29.21,0,12.01,43.16,41.66,1,0,1,0,Fan fault,
2024-01-06 18,18,14.91,29.07,0,12.01,43.14,41.73,1,0,1,0,Fan fault,
2024-01-08 07,18,13.96,26.87,0,12.01,47.69,47.79,2,0,1,1,Fan fault,
2024-01-08 08,18,11.86,28.51,0,12.01,48.54,47.7,2,0,1,1,Fan fault,
2024-01-08 09,18,10.14,29.97,0,12.01,48.63,44.56,2,0,1,1,Fan fault,
2024-01-08 10,18,9.8,30.77,0,12.01,48.84,45.38,1.41,0.2,0.5,0.71,Fan fault,
2024-01-08 11,18,9.43,31.03,0,12.01,49.84,46.53,1,0,0,1,Fan fault,
2024-01-08 12,18,9.22,30.59,0,12.01,48.24,42.77,1,0,0,1,Fan fault,
2024-01-08 13,18,8.91,31.09,0,12.01,45.98,42.8,1,0,0,1,Fan fault,
2024-01-08 14,18,9.08,30.69,0,12.01,44.92,42.76,1,0,0,1,Fan fault,
2024-01-08 15,18,9.55,30.19,0,12.01,44.23,42.81,1,0,0,1,Fan fault,
2024-01-08 16,18,10.01,30.75,0,12.01,43.73,42.77,1,0,0,1,Fan fault,
2024-01-08 17,18,10.62,31.36,0,12.01,43.2,42.77,1,0,0,1,Fan fault,
2024-01-08 18,18,10.35,30.84,0,12.01,42.95,42.87,1,0,0,1,Fan fault,
2024-01-08 19,18,10.54,30.19,0,12.01,42.9,42.82,1,0,0,1,Fan fault,
2024-01-09 07,18,14.03,25.96,0,12.01,42.7,42.67,1,1,0,0,Fan fault,
2024-01-09 08,18,12.52,26.95,0,12.01,42.69,42.72,1,1,0,0,Fan fault,
2024-01-09 09,18,10.24,28.31,0,12.01,42.78,42.75,1,1,0,0,Fan fault,
2024-01-09 10,18,9.79,28.74,0,12.01,42.8,42.86,1,1,0,0,Fan fault,
2024-01-09 11,18,9.87,28.93,0,12.01,42.85,42.73,1,1,0,0,Fan fault,
2024-01-09 12,18,9.93,28.83,0,12.01,42.81,42.76,1,1,0,0,Fan fault,
2024-01-09 13,18,10.28,28.73,0,12.01,42.89,42.84,1,1,0,0,Fan fault,
2024-01-09 14,18,9.89,28.86,0,12.01,42.88,42.7,1,1,0,0,Fan fault,
2024-01-09 15,18,10.62,28.56,0,12.01,42.9,42.96,1,1,0,0,Fan fault,
2024-01-09 16,18,10.79,28.65,0,12.01,42.92,42.84,1,1,0,0,Fan fault,
2024-01-09 17,18,9.99,28.92,0,12.01,42.9,42.74,1,1,0,0,Fan fault,
2024-01-09 18,18,9.6,28.88,0,12.01,42.88,42.74,1,1,0,0,Fan fault,
2024-01-09 19,18,9.53,28.97,0,12.01,42.82,42.62,1,1,0,0,Fan fault,
2024-01-10 07,18,11.79,27.65,0,12.01,43.02,42.76,1,0,0,1,Fan fault,
2024-01-10 08,18,11.28,28.03,0,12.01,42.95,42.86,1,0,0,1,Fan fault,
2024-01-10 09,18,10.06,28.64,0,12.01,42.95,42.89,1,0,0,1,Fan fault,
2024-01-10 10,18,9.54,28.84,0,12.01,42.91,42.45,1,0,0,1,Fan fault,
2024-01-10 11,18,9.56,28.78,0,12.01,42.23,39.69,1,0,0,1,Fan fault,
2024-01-10 12,18,9.75,28.76,0,12.01,41.24,39.74,1,0,0,1,Fan fault,
2024-01-10 13,18,10.84,28.55,0,12.01,40.58,39.75,1,0,0,1,Fan fault,
2024-01-10 14,18,10.3,28.85,0,12.01,40.18,39.86,1,0,0,1,Fan fault,
2024-01-10 15,18,10.04,28.95,0,12.01,39.97,39.69,1,0,0,1,Fan fault,
2024-01-10 16,18,10.1,29.04,0,12.01,40.18,39.77,1,0,0,1,Fan fault,
2024-01-10 17,18,10.2,28.93,0,12.01,40.45,39.76,1,0,0,1,Fan fault,
2024-01-10 18,18,10.22,28.82,0,12.01,40.2,39.8,1,0,0,1,Fan fault,
2024-01-10 19,18,10.19,28.71,0,12.01,39.94,39.73,1.17,0.17,0,1,Fan fault,
2024-01-11 07,18,13.44,25.67,0,12.01,39.98,39.13,1,0,1,0,Fan fault,
2024-01-11 08,18,11.46,27.08,0,12.01,40.82,38.94,1,0,1,0,Fan fault,
2024-01-11 09,18,10.63,28.06,0,12.01,40.84,39.05,1,0,1,0,Fan fault,
2024-01-11 10,18,10.38,28.34,0,12.01,41,39.03,1,0,1,0,Fan fault,
2024-01-11 11,18,10.31,28.53,0,12.01,41.17,38.97,1,0,1,0,Fan fault,
2024-01-11 12,18,10.14,28.68,0,12.01,40.99,38.94,1,0,1,0,Fan fault,
2024-01-11 13,18,10.1,28.87,0,12.01,41.01,38.9,1,0,1,0,Fan fault,
2024-01-11 14,18,10.42,28.79,0,12.01,41.04,38.8,1,0,1,0,Fan fault,
2024-01-11 15,18,10.77,28.52,0,12.01,40.9,38.7,1,0,1,0,Fan fault,
2024-01-11 16,18,11.21,28.11,0,12.01,40.88,38.55,1,0,1,0,Fan fault,
2024-01-11 17,18,11.32,27.9,0,12.01,40.72,38.45,1,0,1,0,Fan fault,
2024-01-11 18,18,11.48,27.9,0,12.01,40.86,38.32,1,0,1,0,Fan fault,
2024-01-11 19,18,11.36,27.8,0,12.01,38.08,38.12,1,0,0.75,0.25,Fan fault,
2024-01-12 07,18,11.09,15.62,0,12.01,40.94,35.37,1,0,0,1,Fan fault,
2024-01-12 08,18,10.06,18.27,0,12.01,41.19,37.72,1,0,0,1,Fan fault,
2024-01-12 09,18,9.82,24.2,0,12.01,41.12,38.83,1,0,0,1,Fan fault,
2024-01-12 10,18,10.03,26.5,0,12.01,41.11,39.55,1,0,0,1,Fan fault,
2024-01-12 11,18,10.08,27.69,0,12.01,40.98,39.48,1,0,0,1,Fan fault,
2024-01-12 12,18,10.18,28.33,0,12.01,40.87,39.41,1,0,0,1,Fan fault,
2024-01-12 13,18,10.14,28.37,0,12.01,40.88,39.31,1,0,0,1,Fan fault,
2024-01-12 14,18,9.97,28.52,0,12.01,40.83,39.16,1,0,0,1,Fan fault,
2024-01-12 15,18,10.29,28.49,0,12.01,40.73,38.96,1,0,0,1,Fan fault,
2024-01-12 16,18,10.94,28.32,0,12.01,40.9,39.41,1,0,0,1,Fan fault,
2024-01-12 17,18,11.16,28.3,0,12.01,40.99,39.92,1,0,0,1,Fan fault,
2024-01-12 18,18,11.48,28.07,0,12.01,40.98,39.66,1,0,0,1,Fan fault,
2024-01-12 19,18,11.74,27.7,0,12.01,38.25,39.47,1,0,0,1,Fan fault,
2024-01-13 07,18,12.78,17.61,0,12.01,23.46,25.36,1,0,0,1,Fan fault,
2024-01-13 08,18,12.07,17.08,0,12.01,22.93,24.71,1,0,0,1,Fan fault,
2024-01-13 09,18,11.69,16.6,0,12.01,25.55,24.96,1,0,0,1,Fan fault,
2024-01-13 10,18,12,19.18,0,12.01,41.85,32.27,1,0,0,1,Fan fault,
2024-01-13 11,18,12.67,22.62,0,12.01,39.42,34.06,1,0,0,1,Fan fault,
2024-01-13 12,18,12.95,22.93,0,12.01,37.39,34.83,1,0,0,1,Fan fault,
2024-01-13 13,18,13.13,22.06,0,12.01,35.77,35.04,1,0,0,1,Fan fault,
2024-01-13 14,18,13.12,21.01,0,12.01,34.38,34.92,1,0,0,1,Fan fault,
2024-01-13 15,18,12.8,19.91,0,12.01,33.11,34.55,1,0,0,1,Fan fault,
2024-01-13 16,18,12.55,19.14,0,12.01,32.01,33.83,1,0,0,1,Fan fault,
2024-01-13 17,18,12.26,18.37,0,12.01,30.95,32.9,1,0,0,1,Fan fault,
2024-01-13 18,18,11.97,17.62,0,12.01,29.96,31.9,1,0,0,1,Fan fault,
2024-01-13 19,18,11.54,16.99,0,12.01,29.06,30.91,1,0,0,1,Fan fault,
2024-01-14 07,18,11.4,14.18,0,12.01,21.33,22.72,1,0,0,1,Fan fault,
2024-01-14 08,18,10.54,14.18,0,12.01,20.91,22.25,1,0,0,1,Fan fault,
2024-01-14 09,18,11.97,14.36,0,12.01,20.48,21.78,1,0,0,1,Fan fault,
2024-01-14 10,18,11.52,17.18,0,12.01,20.14,21.35,1,0,0,1,Fan fault,
2024-01-14 11,18,11.81,21.36,0,12.01,19.82,20.92,1,0,0,1,Fan fault,
2024-01-14 12,18,12.45,23.16,0,12.01,19.85,20.55,1,0,0,1,Fan fault,
2024-01-14 13,18,12.76,23.16,0,12.01,19.84,20.28,1,0,0,1,Fan fault,
2024-01-14 14,18,12.89,23.07,0,12.01,19.78,20.12,1,0,0,1,Fan fault,
2024-01-14 15,18,12.84,22.58,0,12.01,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,12.81,22.12,0,12.01,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,12.87,21.52,0,12.01,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,12.77,20.99,0,12.01,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,12.68,20.65,0,12.01,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 07,18,10.54,27.32,0,12.01,43.48,42.17,1.5,0,0.5,1,Fan fault,
2024-01-15 08,18,10.04,27.51,0,12.01,44.63,44.33,1.6,0,0.6,1,Fan fault,
2024-01-15 09,18,9.42,28.1,0,12.01,46.79,44.39,2,0,1,1,Fan fault,
2024-01-15 10,18,9.18,28.57,0,12.01,47,44.75,2,0,1,1,Fan fault,
2024-01-15 11,18,8.86,28.55,0,12.01,46.23,44.85,1.75,0,0.75,1,Fan fault,
2024-01-15 12,18,8.47,26.07,0,12.01,40.72,43.86,1,0,0,1,Fan fault,
2024-01-15 13,18,8.84,26.51,0,12.01,42.66,42.6,1.25,0,0.25,1,Fan fault,
2024-01-15 14,18,9.75,27.7,0,12.01,44.97,42.83,2,0,1,1,Fan fault,
2024-01-15 15,18,9.84,26.18,0,12.01,44.74,43.48,2,0,1,1,Fan fault,
2024-01-15 16,18,9.57,25.68,0,12.01,44.73,43.2,2,0,1,1,Fan fault,
2024-01-15 17,18,9.48,27.73,0,12.01,42.81,43.07,1.5,0,0.5,1,Fan fault,
2024-01-15 18,18,9.96,28.54,0,12.01,41.08,42.32,1,0,0,1,Fan fault,
2024-01-15 19,18,10.82,28.34,0,12.01,38.01,41.5,1,0,0,1,Fan fault,
2024-01-16 07,18,11.7,15.34,0,12.01,38.77,32.92,1,0,0,1,Fan fault,
2024-01-16 08,18,10.07,19.64,0,12.01,41.14,37.53,1,0,0,1,Fan fault,
2024-01-16 09,18,9.87,24.04,0,12.01,41.24,38,1,0,0,1,Fan fault,
2024-01-16 10,18,10.1,26.34,0,12.01,41.28,38.25,1,0,0,1,Fan fault,
2024-01-16 11,18,10.39,27.62,0,12.01,41.24,38.4,1,0,0,1,Fan fault,
2024-01-16 12,18,10.31,27.02,0,12.01,41.17,38.94,1,0,0,1,Fan fault,
2024-01-16 13,18,10.33,27.28,0,12.01,41.05,39.76,1,0,0,1,Fan fault,
2024-01-16 14,18,10.17,27.09,0,12.01,41.08,39.68,1,0,0,1,Fan fault,
2024-01-16 15,18,10.55,27.98,0,12.01,40.99,39.58,1,0,0,1,Fan fault,
2024-01-16 16,18,10.53,27.76,0,12.01,41.09,39.54,1,0,0,1,Fan fault,
2024-01-16 17,18,10.43,28.38,0,12.01,41.19,39.5,0.71,0,0,0.71,Fan fault,
2024-01-16 18,18,10.83,28.38,0,12.01,40.97,39.4,1,0,0,1,Fan fault,
2024-01-16 19,18,11.12,27.59,0,12.01,38.7,39.36,1,0,0,1,Fan fault,
2024-01-17 07,18,10.7,15.1,0,12.01,38.86,32.36,1,0,0,1,Fan fault,
2024-01-17 08,18,9.85,20.25,0,12.01,41.05,37.32,1,0,0,1,Fan fault,
2024-01-17 09,18,9.16,24.96,0,12.01,41.28,38.24,1,0,0,1,Fan fault,
2024-01-17 10,18,9.21,26.26,0,12.01,41.22,39.05,1,0,0,1,Fan fault,
2024-01-17 11,18,8.94,27.16,0,12.01,41.17,39.05,1,0,0,1,Fan fault,
2024-01-17 12,18,9.08,27.7,0,12.01,41.04,38.83,1,0,0,1,Fan fault,
2024-01-17 13,18,10.56,27.06,0,12.01,40.95,39.32,1,0,0,1,Fan fault,
2024-01-17 14,18,9.27,28.04,0,12.01,41.05,39.57,1,0,0,1,Fan fault,
2024-01-17 15,18,8.82,28.28,0,12.01,41.1,39.56,1,0,0,1,Fan fault,
2024-01-17 16,18,8.54,28.44,0,12.01,41.08,39.57,1,0,0,1,Fan fault,
2024-01-17 17,18,8.82,28.18,0,12.01,40.96,39.52,1,0,0,1,Fan fault,
2024-01-17 18,18,9.18,27.9,0,12.01,41,39.49,1,0,0,1,Fan fault,
2024-01-17 19,18,9.25,27.92,0,12.01,37.64,39.2,1,0,0,1,Fan fault,
2024-01-18 07,18,9.76,19.53,0,12.01,40.97,35,1,0,0,1,Fan fault,
2024-01-18 08,18,9.29,24.96,0,12.01,41.17,37.6,1,0,0,1,Fan fault,
2024-01-18 09,18,9.02,26.96,0,12.01,41.29,38.61,1,0,0,1,Fan fault,
2024-01-18 10,18,9.02,27.69,0,12.01,41.19,39.04,1,0,0,1,Fan fault,
2024-01-18 11,18,9.13,28.23,0,12.01,41.17,39.3,1,0,0,1,Fan fault,
2024-01-18 12,18,7.77,24.43,0,10.29,35.16,33.73,0.67,0,0,0.67,Fan fault,
2024-01-18 13,18,9.13,28.71,0,12.01,40.93,39.26,1,0,0,1,Fan fault,
2024-01-18 14,18,9.31,28.57,0,12.01,40.94,40.06,1.2,0.33,0.33,0.54,Fan fault,
2024-01-18 15,18,9.51,28.59,0,12.01,40.81,41.65,1,0,1,0,Fan fault,
2024-01-18 16,18,9.77,28.65,0,12.01,40.7,41.41,1.29,0.29,1,0,Fan fault,
2024-01-18 17,18,10.06,28.54,0,12.01,40.62,39.55,0.91,0.2,0.71,0,Fan fault,
2024-01-18 18,18,10.2,28.17,0,12.01,40.57,32.15,1,0,1,0,Fan fault,
2024-01-18 19,18,10.21,28.03,0,12.01,40.15,32.53,0.91,0.2,0.71,0,Fan fault,
2024-01-19 07,18,9.71,20.13,0,12.01,39.38,27.44,1,0,1,0,Fan fault,
2024-01-19 08,18,9.59,24.45,0,12.01,40.75,28.48,1,0,1,0,Fan fault,
2024-01-19 09,18,9.42,27.28,0,12.01,41.01,29.1,1,0,1,0,Fan fault,
2024-01-19 10,18,9.35,28.19,0,12.01,41.01,29.67,1,0,1,0,Fan fault,
2024-01-19 11,18,9.44,28.54,0,12.01,40.94,29.97,1,0,1,0,Fan fault,
2024-01-19 12,18,9.61,28.77,0,12.01,41.01,30.23,1,0,1,0,Fan fault,
2024-01-19 13,18,9.76,28.87,0,12.01,40.89,30.61,1,0,1,0,Fan fault,
2024-01-19 14,18,9.92,29.03,0,12.01,40.79,30.98,1,0,0.75,0.25,Fan fault,
2024-01-19 15,18,10.05,29.15,0,12.01,40.9,37.76,1,0,0,1,Fan fault,
2024-01-19 16,18,10.11,29.13,0,12.01,40.81,40.52,1,0,0,1,Fan fault,
2024-01-19 17,18,9.99,28.9,0,12.01,40.93,40.43,1,0,0,1,Fan fault,
2024-01-19 18,18,10.13,28.61,0,12.01,40.86,40.24,1,0,0,1,Fan fault,
2024-01-19 19,18,10.25,28.6,0,12.01,38.34,40.01,1,0,0,1,Fan fault,
2024-01-20 07,18,10.05,19.16,0,12.01,24.5,26.3,1,0,0,1,Fan fault,
2024-01-20 08,18,9.91,18.84,0,12.01,23.96,25.65,1,0,0,1,Fan fault,
2024-01-20 09,18,9.78,18.61,0,12.01,23.43,25.02,1,0,0,1,Fan fault,
2024-01-20 10,18,9.64,18.35,0,12.01,22.92,24.45,1,0,0,1,Fan fault,
2024-01-20 11,18,9.51,18,0,12.01,22.45,23.95,1,0,0,1,Fan fault,
2024-01-20 12,18,9.57,17.73,0,12.01,22.03,23.46,1,0,0,1,Fan fault,
2024-01-20 13,18,9.53,17.57,0,12.01,21.67,23.02,1,0,0,1,Fan fault,
2024-01-20 14,18,10.49,17.18,0,12.01,21.29,22.55,0.85,0,0.25,0.6,Fan fault,
2024-01-20 15,18,10.97,16.63,0,12.01,20.97,22.15,1,0,1,0,Fan fault,
2024-01-20 16,18,10.11,16.6,0,12.01,20.64,21.76,1,0,1,0,Fan fault,
2024-01-20 17,18,10.65,16.22,0,12.01,20.37,21.43,1.5,0,1,0.5,Fan fault,
2024-01-20 18,18,10.41,16.11,0,12.01,20.11,21.1,2,0,1,1,Fan fault,
2024-01-20 19,18,11.08,15.72,0,12.01,19.86,20.81,2,0,1,1,Fan fault,
2024-01-21 07,18,10.8,14.38,0,12.01,19.83,19.3,1,0,1,0,Fan fault,
2024-01-21 08,18,10.05,14.37,0,12.01,19.86,19.25,1,0,1,0,Fan fault,
2024-01-21 09,18,9.71,14.16,0,12.01,19.82,19.19,1,0,1,0,Fan fault,
2024-01-21 10,18,9.62,14.06,0,12.01,19.83,19.14,1,0,1,0,Fan fault,
2024-01-21 11,18,9.65,14.09,0,12.01,19.77,19.09,1,0,1,0,Fan fault,
2024-01-21 12,18,9.66,14.02,0,12.01,19.84,19.04,1,0,1,0,Fan fault,
2024-01-21 13,18,9.79,14.04,0,12.01,19.94,18.99,1,0,1,0,Fan fault,
2024-01-21 14,18,9.96,13.98,0,12.01,19.9,18.96,1,0,0.75,0.25,Fan fault,
2024-01-21 15,18,9.77,13.95,0,12.01,19.77,18.95,1,0,0,1,Fan fault,
2024-01-21 16,18,9.78,14.45,0,12.01,19.79,19.93,1,0,0,1,Fan fault,
2024-01-21 17,18,10.82,14.56,0,12.01,19.83,20.01,1,0,0,1,Fan fault,
2024-01-21 18,18,11.92,14.21,0,12.01,19.77,19.96,1,0,0,1,Fan fault,
2024-01-21 19,18,10.99,14.21,0,12.01,19.87,19.92,1,0,0,1,Fan fault,
2024-01-22 07,18,10.29,26.55,0,12.01,41.29,30.16,2,0,1,1,Fan fault,
2024-01-22 08,18,8.7,27.56,0,12.01,46.89,40.73,2,0,1,1,Fan fault,
2024-01-22 09,18,8.06,27.74,0,12.01,50.39,47.87,2,0,1,1,Fan fault,
2024-01-22 10,18,7.84,27.83,0,12.01,50.95,49.77,2,0,1,1,Fan fault,
2024-01-22 11,18,7.75,27.91,0,12.01,50.94,49.92,2,0,1,1,Fan fault,
2024-01-22 12,18,7.53,27.96,0,12.01,50.81,49.75,2,0,1,1,Fan fault,
2024-01-22 13,18,7.51,27.99,0,12.01,50.85,49.6,2,0,1,1,Fan fault,
2024-01-22 14,18,7.38,28,0,12.01,50.86,49.78,2,0,1,1,Fan fault,
2024-01-22 15,18,7.32,28.14,0,12.01,50.8,49.7,2,0,1,1,Fan fault,
2024-01-22 16,18,7.35,28.07,0,12.01,51.88,49.4,1.75,0,0.75,1,Fan fault,
2024-01-22 17,18,7.95,27.69,0,12.01,53.63,49.99,1,0,0,1,Fan fault,
2024-01-22 18,18,8.39,27.4,0,12.01,52.74,49.82,1,0,0,1,Fan fault,
2024-01-22 19,18,9.03,27.08,0,12.01,51.77,46.13,1,0,0,1,Fan fault,
2024-01-23 07,18,9.42,15.76,0,12.01,37.62,47.54,1,0,0,1,Fan fault,
2024-01-23 08,18,8.86,19.54,0,12.01,45.97,49.95,1.5,0,0.5,1,Fan fault,
2024-01-23 09,18,8.2,23.49,0,12.01,50.94,49.75,2,0,1,1,Fan fault,
2024-01-23 10,18,8.26,25.05,0,12.01,51,49.76,2,0,1,1,Fan fault,
2024-01-23 11,18,8.4,26.01,0,12.01,50.91,49.82,2,0,1,1,Fan fault,
2024-01-23 12,18,8.36,26.32,0,12.01,52.94,49.76,1.5,0,0.5,1,Fan fault,
2024-01-23 13,18,8.44,26.26,0,12.01,54.84,49.97,1,0,0,1,Fan fault,
2024-01-23 14,18,7.82,26.67,0,12.01,53.19,49.93,1,0,0,1,Fan fault,
2024-01-23 15,18,7.33,27.02,0,12.01,51.7,49.88,1.5,0,0.5,1,Fan fault,
2024-01-23 16,18,7.21,27.41,0,12.01,50.54,49.46,2,0,1,1,Fan fault,
2024-01-23 17,18,7.31,27.16,0,12.01,50.38,49.5,1.8,0,0.8,1,Fan fault,
2024-01-23 18,18,9.93,25.79,0,12.01,50.18,49.29,1.75,0,0.75,1,Fan fault,
2024-01-23 19,18,11.01,24.78,0,12.01,51.4,46.41,1,0,0,1,Fan fault,
2024-01-24 07,18,9.24,18.16,0,12.01,53.96,53.25,2,0,1,1,Fan fault,
2024-01-24 08,18,8.25,22.71,0,12.01,50.35,49.36,2,0,1,1,Fan fault,
2024-01-24 09,18,7.45,25.39,0,12.01,50.72,49.64,2,0,1,1,Fan fault,
