Time,Set Temperature,Ventilation Temperature,Supply Air Temperature,Supply Fan,Valve Position,Heating Supply Temperature 1,Heating Supply Temperature 2,Total Heating Pump,Heating Pump 1,Heating Pump 2,Backup Heating Pump,Labeling,
2024-01-26 07,24,11.2,26.12,0.5,34.6,30.28,38.58,1,0,0,1,Sensor fault,
2024-01-26 08,24,18.5,42.32,1,67.45,40.85,46.31,1.5,0,0.5,1,Sensor fault,
2024-01-26 09,24,18.68,36.93,1,67.46,40.63,39.64,2,0,1,1,Sensor fault,
2024-01-26 10,24,18.97,37.14,1,67.46,40.84,39.75,2,0,1,1,Sensor fault,
2024-01-26 11,24,19.02,37.24,1,67.46,40.74,39.69,2,0,1,1,Sensor fault,
2024-01-26 12,24,19.11,37.26,1,67.46,40.69,39.8,2,0,1,1,Sensor fault,
2024-01-26 13,24,19.33,37.32,1,67.47,40.66,39.83,2,0,1,1,Sensor fault,
2024-01-26 14,24,19.49,37.39,1,67.47,40.74,39.92,2,0,1,1,Sensor fault,
2024-01-26 15,24,19.48,37.34,1,67.47,40.58,39.85,2,0,1,1,Sensor fault,
2024-01-26 16,24,19.68,37.4,0.75,67.47,40.7,39.81,1.75,0,0.75,1,Sensor fault,
2024-01-26 17,24,17.05,33.67,0,17.16,39.29,32.95,1,0,0,1,Fan fault,
2024-01-26 18,24,14.43,28.64,0,9.97,35.85,29.65,1,0,0,1,Fan fault,
2024-01-26 19,24,13.13,26.01,0,9.97,33.58,26.57,1,0,0,1,Fan fault,
2024-01-27 07,24,8.85,16.22,0,9.97,20.34,18.96,1,0,0,1,Fan fault,
2024-01-27 08,24,8.78,16.18,0,9.97,20.21,19.07,1,0,0,1,Fan fault,
2024-01-27 09,24,8.75,16.12,0,9.97,20.08,19.18,1,0,0,1,Fan fault,
2024-01-27 10,24,8.74,16.09,0,9.97,19.95,19.19,1,0,0,1,Fan fault,
2024-01-27 11,24,8.81,16.02,0,9.97,19.82,19.3,1,0,0,1,Fan fault,
2024-01-27 12,24,8.86,15.88,0,9.97,19.73,19.12,1,0,0,1,Fan fault,
2024-01-27 13,24,8.91,15.84,0,9.97,19.68,19.22,1,0,0,1,Fan fault,
2024-01-27 14,24,8.93,15.87,0,9.97,19.68,19.25,1,0,0,1,Fan fault,
2024-01-27 15,24,8.98,15.77,0,9.97,19.68,19.16,1,0,0,1,Fan fault,
2024-01-27 16,24,9,15.81,0,9.97,19.64,19.23,1,0,0,1,Fan fault,
2024-01-27 17,24,9.02,15.84,0,9.97,20.3,19.19,1,0,0,1,Fan fault,
2024-01-27 18,24,8.98,15.82,0,9.97,21,19.27,1,0,0,1,Fan fault,
2024-01-27 19,24,9.03,16,0,9.97,20.72,19.23,1,0,0,1,Fan fault,
2024-01-28 07,24,8.53,16.1,0,9.97,19.57,19.4,1,0,0,1,Fan fault,
2024-01-28 08,24,8.48,16.05,0,9.97,20.69,19.33,1,0,0,1,Fan fault,
2024-01-28 09,24,8.44,16,0,9.97,20.84,19.28,1,0,0,1,Fan fault,
2024-01-28 10,24,8.45,16.01,0,9.97,20.65,19.29,1,0,0,1,Fan fault,
2024-01-28 11,24,8.52,15.99,0,9.97,20.49,19.26,1,0,0,1,Fan fault,
2024-01-28 12,24,8.63,15.95,0,9.97,20.34,19.28,1,0,0,1,Fan fault,
2024-01-28 13,24,8.73,15.92,0,9.97,20.22,19.23,1,0,0,1,Fan fault,
2024-01-28 14,24,8.72,15.86,0,9.97,20.09,19.28,1,0,0,1,Fan fault,
2024-01-28 15,24,8.76,15.9,0,9.97,19.99,19.28,1,0,0,1,Fan fault,
2024-01-28 16,24,8.75,15.77,0,9.97,19.88,19.24,1,0,0,1,Fan fault,
2024-01-28 17,24,8.7,15.82,0,9.97,19.78,19.18,1,0,0,1,Fan fault,
2024-01-28 18,24,8.7,15.91,0,9.97,19.71,19.26,1,0,0,1,Fan fault,
2024-01-28 19,24,8.71,15.96,0,9.97,19.69,19.34,1,0,0,1,Fan fault,
2024-01-29 07,24,13.14,30.2,0.5,74.09,33.79,43.22,1,0,0,1,Sensor fault,
2024-01-29 08,24,17.11,37.23,1,99.76,39.78,39.55,1.5,0,0.5,1,Sensor fault,
2024-01-29 09,24,17.84,37.9,1,99.77,40.75,39.76,2,0,1,1,Sensor fault,
2024-01-29 10,24,18.16,38.03,1,99.78,40.67,39.66,1.4,0,0.6,0.8,Sensor fault,
2024-01-29 11,24,18.72,39.96,1,99.78,45.99,44.11,1,0,0,1,Sensor fault,
2024-01-29 12,24,20.29,46.35,1,99.79,47.1,50.09,1,0,0,1,Sensor fault,
2024-01-29 13,24,20.67,46.76,0.8,99.79,47.78,49.95,1,0,0,1,Sensor fault,
2024-01-29 14,24,19.68,45.8,0.6,99.8,48.73,49.63,1,0,0,1,Sensor fault,
2024-01-29 15,24,16.1,44.46,0,99.8,49.02,49.39,1,0,0,1,Fan fault,
2024-01-29 16,24,14.8,44.23,0,99.79,49.12,49.24,1,0,0,1,Fan fault,
2024-01-29 17,24,14.5,44.11,0,99.79,49.43,49.53,1,0,0,1,Fan fault,
2024-01-29 18,24,14.24,44.28,0,99.79,49.26,49.66,1,0,0,1,Fan fault,
2024-01-29 19,24,13.99,42.02,0,99.79,49.05,44.23,1,0,0,1,Fan fault,
2024-01-30 06,24,12.02,31.76,0.25,99.76,36.82,39.75,1,0,0,1,Sensor fault,
2024-01-30 07,24,16.9,36.59,1,99.77,37.96,39.75,1,0,0,1,Sensor fault,
2024-01-30 08,24,18.29,37.17,1,99.78,38.42,39.85,1,0,0,1,Sensor fault,
2024-01-30 09,24,18.98,37.29,1,99.78,38.79,39.91,1,0,0,1,Sensor fault,
2024-01-30 10,24,19.45,37.38,1,99.78,39.27,39.84,1,0,0,1,Sensor fault,
2024-01-30 11,24,19.82,37.66,1,99.78,39.37,39.8,1,0,0,1,Sensor fault,
2024-01-30 12,24,20.07,37.76,1,99.79,39.44,39.87,1,0,0,1,Sensor fault,
2024-01-30 13,24,20.2,37.95,1,99.79,39.44,39.92,1,0,0,1,Sensor fault,
2024-01-30 14,24,20.1,37.97,1,99.79,39.95,39.76,1,0,0,1,Sensor fault,
2024-01-30 15,24,20.06,37.86,1,99.79,40.33,39.65,1,0,0,1,Sensor fault,
2024-01-30 16,24,20.28,37.94,1,99.79,40.1,39.87,1,0,0,1,Sensor fault,
2024-01-30 17,24,20.32,38.13,1,99.79,39.84,39.82,1,0,0,1,Sensor fault,
2024-01-30 18,24,20.43,38.05,1,99.79,39.73,39.93,1,0,0,1,Sensor fault,
2024-01-30 19,24,20.11,36.36,0.75,99.79,39.61,36.84,1,0,0,1,Sensor fault,
2024-01-31 07,24,13.09,28.55,0.5,99.76,32.7,37.32,1,0,0,1,Sensor fault,
2024-01-31 08,24,18.53,37.19,1,99.77,37.5,39.78,1,0,0,1,Sensor fault,
2024-01-31 09,24,19.64,37.62,1,99.78,38.31,39.93,1,0,0,1,Sensor fault,
2024-01-31 10,24,20.38,39.9,1,80.13,42.13,44.6,1,0,0,1,Sensor fault,
2024-01-31 17,24,20.86,37.54,0.75,66.94,41.51,39.76,1,0,0,1,Sensor fault,
2024-01-31 18,24,18.41,35.7,0,17.15,40.94,39.26,1,0,0,1,Fan fault,
2024-01-31 19,24,16.28,32.88,0,9.97,40.4,36.32,1,0,0,1,Fan fault,
2024-01-02 08,18,23.87,33.76,1,10.31,42.77,42.55,2,1,0,1,Sensor fault,
2024-01-02 09,18,25.02,34.64,1,10.31,42.88,42.72,2,1,0,1,Sensor fault,
2024-01-02 10,18,25.36,34.83,1,10.31,42.75,42.7,2,1,0,1,Sensor fault,
2024-01-02 11,18,25.52,34.9,1,10.31,42.69,42.71,2,1,0,1,Sensor fault,
2024-01-02 12,18,24.89,33.93,0.6,10.31,42.67,42.88,2,1,0,1,Sensor fault,
2024-01-02 13,18,22.27,30.61,0,10.31,43.14,42.71,2,1,0,1,Fan fault,
2024-01-03 07,18,22.75,33.33,1,10.31,42.64,42.63,2,1,0,1,Sensor fault,
2024-01-03 08,18,24.15,34.27,1,10.31,42.56,42.74,2,1,0,1,Sensor fault,
2024-01-03 09,18,24.66,34.49,1,10.31,42.63,42.82,2,1,0,1,Sensor fault,
2024-01-03 10,18,24.71,34.56,1,10.31,43.12,42.87,2,1,0,1,Sensor fault,
2024-01-03 11,18,24.86,34.65,1,10.31,42.89,42.81,2,1,0,1,Sensor fault,
2024-01-03 12,18,24.86,34.39,1,10.31,42.61,40.84,1.54,0.6,0.38,0.56,Sensor fault,
2024-01-03 13,18,24.88,34.2,1,10.31,43.76,34.79,1.2,0,1,0.2,Sensor fault,
2024-01-03 14,18,25.14,35,1,10.31,44.01,35.5,1,0,1,0,Sensor fault,
2024-01-03 15,18,25.35,35.14,1,10.31,44.13,39.48,1,0,1,0,Sensor fault,
2024-01-03 16,18,25.27,35.1,1,10.31,44.11,41.17,1,0,1,0,Sensor fault,
2024-01-03 17,18,25.12,35.02,1,10.31,44.21,41.91,1,0,1,0,Sensor fault,
2024-01-03 18,18,25.16,35.01,1,10.31,44.16,42.25,1,0,1,0,Sensor fault,
2024-01-03 19,18,25.19,35.02,1,10.31,44.22,42.41,1,0,1,0,Sensor fault,
2024-01-03 20,18,23.79,32.97,0.5,10.31,43.86,42.54,1,0,1,0,Sensor fault,
2024-01-04 00,18,21.07,28.36,0.5,10.31,38.41,35.43,2,0,1,1,Sensor fault,
2024-01-04 01,18,22.55,30.76,1,10.31,43.05,39.09,2,0,1,1,Sensor fault,
2024-01-04 02,18,23.12,33.53,1,10.31,43.41,42.47,2,0,1,1,Sensor fault,
2024-01-04 03,18,23.31,33.5,1,10.32,43.05,42.44,2,0,1,1,Sensor fault,
2024-01-04 04,18,23.4,33.6,1,10.31,43.04,42.49,2,0,1,1,Sensor fault,
2024-01-04 05,18,23.51,33.65,1,10.31,43.05,42.48,2,0,1,1,Sensor fault,
2024-01-04 06,18,23.76,33.67,1,10.31,43,42.41,2,0,1,1,Sensor fault,
2024-01-04 07,18,23.89,33.75,1,10.31,42.97,42.34,2,0,1,1,Sensor fault,
2024-01-04 08,18,24.28,32.25,1,10.31,40.39,35.65,2,0,1,1,Sensor fault,
2024-01-04 09,18,23.5,25.63,1,10.31,27.5,23.91,1.75,0,1,0.75,Sensor fault,
2024-01-04 10,18,22.57,27.88,0.5,10.31,40.53,22.26,1,0,1,0,Sensor fault,
2024-01-05 08,18,22.68,32.29,1,10.31,44.42,30.92,1,0,1,0,Sensor fault,
2024-01-05 09,18,23.57,32.8,0.4,10.31,43.91,38.32,1,0,1,0,Sensor fault,
2024-01-05 10,18,21.13,30.1,0,10.31,43.96,40.6,1,0,1,0,Fan fault,
2024-01-07 07,18,22.78,33.25,1,10.31,43.07,42.52,2,0,1,1,Sensor fault,
2024-01-07 08,18,23.68,33.94,1,10.31,42.6,41.32,1.75,0,1,0.75,Sensor fault,
2024-01-07 09,18,23.57,30.42,1,10.31,37.16,32.61,1.5,0,1,0.5,Sensor fault,
2024-01-07 10,18,22.44,25.02,1,10.31,28.3,24.84,2,0,1,1,Sensor fault,
2024-01-07 11,18,21.98,27.14,1,10.31,35.87,33.63,2,0,1,1,Sensor fault,
2024-01-07 12,18,23.53,32.27,1,10.31,42.46,38.13,2,0,1,1,Sensor fault,
2024-01-07 13,18,23.74,30.96,1,10.31,40.84,34.46,2,0,1,1,Sensor fault,
2024-01-07 14,18,23.12,27.41,1,10.31,36.21,32.13,2,0,1,1,Sensor fault,
2024-01-07 15,18,23.69,33.17,1,10.31,43.07,42.35,2,0,1,1,Sensor fault,
2024-01-07 16,18,24.45,34.07,1,10.31,43.04,42.84,2,0,1,1,Sensor fault,
2024-01-07 17,18,24.59,34.28,1,10.31,42.74,42.77,2,0,1,1,Sensor fault,
2024-01-07 18,18,24.65,34.36,1,10.31,43.04,42.7,2,0,1,1,Sensor fault,
2024-01-07 19,18,24.77,34.38,1,10.31,43.26,42.77,2,0,1,1,Sensor fault,
2024-01-07 20,18,24.74,34.36,1,10.31,43.28,42.69,2,0,1,1,Sensor fault,
2024-01-07 21,18,24.7,34.34,1,10.31,43.3,42.72,2,0,1,1,Sensor fault,
2024-01-07 22,18,24.76,34.42,1,10.31,43.28,42.73,2,0,1,1,Sensor fault,
2024-01-07 23,18,24.67,34.39,1,10.31,43.3,42.78,2,0,1,1,Sensor fault,
2024-01-08 00,18,24.66,34.3,1,10.31,43.28,42.76,2,0,1,1,Sensor fault,
2024-01-08 01,18,24.73,34.3,1,10.31,43.24,42.8,2,0,1,1,Sensor fault,
2024-01-08 02,18,24.85,34.34,1,10.31,43.23,42.8,2,0,1,1,Sensor fault,
2024-01-08 03,18,24.94,34.38,1,10.31,43.18,42.8,2,0,1,1,Sensor fault,
2024-01-08 04,18,24.95,34.42,1,10.31,43.19,42.79,2,0,1,1,Sensor fault,
2024-01-08 05,18,24.95,34.43,1,10.31,43.14,42.86,2,0,1,1,Sensor fault,
2024-01-08 06,18,25.15,34.49,1,10.31,43.81,43.5,2,0,1,1,Sensor fault,
2024-01-08 07,18,25.59,36.46,1,10.31,47.69,47.79,2,0,1,1,Sensor fault,
2024-01-08 08,18,26.14,37.18,1,10.31,48.54,47.7,2,0,1,1,Sensor fault,
2024-01-08 09,18,25.88,35.46,1,10.31,48.63,44.56,2,0,1,1,Sensor fault,
2024-01-08 10,18,25.78,36.07,1,10.31,48.84,45.38,1.41,0.2,0.5,0.71,Sensor fault,
2024-01-08 11,18,26.27,37.2,0.6,10.31,49.84,46.53,1,0,0,1,Sensor fault,
2024-01-08 12,18,23.79,33.09,0,10.31,48.24,42.77,1,0,0,1,Fan fault,
2024-01-08 13,18,21.07,30.01,0,10.31,45.98,42.8,1,0,0,1,Fan fault,
2024-01-08 21,18,21.09,29.66,0.4,10.31,43.34,42.69,1,0,0,1,Sensor fault,
2024-01-08 22,18,23.25,32.72,0.5,10.31,43.05,42.6,1,0.25,0,0.75,Sensor fault,
2024-01-09 05,18,22.04,30.18,0.5,10.31,42.6,42.57,1,1,0,0,Sensor fault,
2024-01-09 06,18,23.97,33.96,1,10.31,42.63,42.72,1,1,0,0,Sensor fault,
2024-01-09 07,18,24.4,34.25,1,10.31,42.7,42.67,1,1,0,0,Sensor fault,
2024-01-09 08,18,24.91,34.54,1,10.31,42.69,42.72,1,1,0,0,Sensor fault,
2024-01-09 09,18,25.3,34.7,1,10.31,42.78,42.75,1,1,0,0,Sensor fault,
2024-01-09 10,18,25.46,34.82,1,10.31,42.8,42.86,1,1,0,0,Sensor fault,
2024-01-09 11,18,25.43,34.79,1,10.31,42.85,42.73,1,1,0,0,Sensor fault,
2024-01-09 12,18,25.3,34.79,1,10.31,42.81,42.76,1,1,0,0,Sensor fault,
2024-01-09 13,18,24.51,34.49,1,10.31,42.89,42.84,1,1,0,0,Sensor fault,
2024-01-09 14,18,24.72,34.49,1,10.31,42.88,42.7,1,1,0,0,Sensor fault,
2024-01-09 15,18,25.21,34.74,1,10.31,42.9,42.96,1,1,0,0,Sensor fault,
2024-01-09 16,18,25.24,34.73,1,10.31,42.92,42.84,1,1,0,0,Sensor fault,
2024-01-09 17,18,25.19,34.68,1,10.31,42.9,42.74,1,1,0,0,Sensor fault,
2024-01-09 18,18,25.11,34.65,1,10.31,42.88,42.74,1,1,0,0,Sensor fault,
2024-01-09 19,18,24.96,34.63,0.6,10.31,42.82,42.62,1,1,0,0,Sensor fault,
2024-01-10 05,18,23.21,33.34,1,10.31,42.59,42.72,1,0,0,1,Sensor fault,
2024-01-10 06,18,23.8,33.9,1,10.31,43.26,42.86,1,0,0,1,Sensor fault,
2024-01-10 07,18,24.34,34.13,1,10.31,43.02,42.76,1,0,0,1,Sensor fault,
2024-01-10 08,18,25.02,34.49,1,10.31,42.95,42.86,1,0,0,1,Sensor fault,
2024-01-10 09,18,25.62,34.72,1,10.31,42.95,42.89,1,0,0,1,Sensor fault,
2024-01-10 10,18,25.75,34.67,0.75,10.31,42.91,42.45,1,0,0,1,Sensor fault,
2024-01-10 11,18,22.67,30.22,0,10.31,42.23,39.69,1,0,0,1,Fan fault,
2024-01-10 20,18,23.67,30.51,1,10.31,33.91,48.7,1.5,0,0.5,1,Sensor fault,
2024-01-10 21,18,23.29,29.74,0.75,10.31,37.42,54.38,1.5,0,1,0.5,Sensor fault,
2024-01-11 08,18,23.49,32.18,1,10.31,40.82,38.94,1,0,1,0,Sensor fault,
2024-01-11 09,18,24.56,33.03,1,10.31,40.84,39.05,1,0,1,0,Sensor fault,
2024-01-11 10,18,24.83,33.12,1,10.31,41,39.03,1,0,1,0,Sensor fault,
2024-01-11 11,18,25.1,33.3,1,10.31,41.17,38.97,1,0,1,0,Sensor fault,
2024-01-11 12,18,25.13,33.3,1,10.31,40.99,38.94,1,0,1,0,Sensor fault,
2024-01-11 13,18,25.28,33.33,1,10.31,41.01,38.9,1,0,1,0,Sensor fault,
2024-01-11 14,18,25.4,33.38,1,10.31,41.04,38.8,1,0,1,0,Sensor fault,
2024-01-11 15,18,23.28,30.53,0.5,10.31,40.9,38.7,1,0,1,0,Sensor fault,
2024-01-12 08,18,22.71,32.1,1,10.49,41.19,37.72,1,0,0,1,Sensor fault,
2024-01-12 09,18,23.72,32.74,1,10.49,41.12,38.83,1,0,0,1,Sensor fault,
2024-01-12 10,18,23.69,32.22,0.75,10.49,41.11,39.55,1,0,0,1,Sensor fault,
2024-01-14 08,18,14.97,15.63,0,10.49,20.91,22.25,1,0,0,1,Fan fault,
2024-01-14 09,18,14.86,15.51,0,10.49,20.48,21.78,1,0,0,1,Fan fault,
2024-01-14 10,18,14.85,15.41,0,10.49,20.14,21.35,1,0,0,1,Fan fault,
2024-01-14 11,18,14.74,15.31,0,10.5,19.82,20.92,1,0,0,1,Fan fault,
2024-01-14 12,18,14.67,15.11,0,10.49,19.85,20.55,1,0,0,1,Fan fault,
2024-01-14 13,18,14.69,15.15,0,10.49,19.84,20.28,1,0,0,1,Fan fault,
2024-01-14 14,18,14.62,15.01,0,10.49,19.78,20.12,1,0,0,1,Fan fault,
2024-01-14 15,18,14.79,15.15,0,10.49,19.91,19.97,1,0,0,1,Fan fault,
2024-01-14 16,18,14.61,15.05,0,10.5,19.9,19.87,1,0,0,1,Fan fault,
2024-01-14 17,18,14.61,15.02,0,10.5,19.73,19.78,1,0,0,1,Fan fault,
2024-01-14 18,18,14.71,15.14,0,10.49,19.76,19.69,1,0,0,1,Fan fault,
2024-01-14 19,18,14.7,15.07,0,10.49,19.72,19.61,1,0,0,1,Fan fault,
2024-01-15 12,26,20.94,31.4,0,10.1,40.72,43.86,1,0,0,1,Fan fault,
2024-01-15 13,26,18.71,28.94,0,10.1,42.66,42.6,1.25,0,0.25,1,Fan fault,
2024-01-15 14,26,18.17,28.34,0.25,10.11,44.97,42.83,2,0,1,1,Sensor fault,
2024-01-15 15,26,22.21,33.51,0.5,21.04,44.74,43.48,2,0,1,1,Sensor fault,
2024-01-15 16,26,20.17,30.6,0,10.16,44.73,43.2,2,0,1,1,Fan fault,
2024-01-15 17,26,19.09,29.53,0,10.16,42.81,43.07,1.5,0,0.5,1,Fan fault,
2024-01-15 18,26,18.74,27.94,0,10.15,41.08,42.32,1,0,0,1,Fan fault,
2024-01-15 19,26,18.43,26.78,0,10.16,38.01,41.5,1,0,0,1,Fan fault,
2024-01-16 07,26,16.95,25.63,0.5,34.83,38.77,32.92,1,0,0,1,Sensor fault,
2024-01-16 08,26,22.7,38.57,1,65.58,41.14,37.53,1,0,0,1,Sensor fault,
2024-01-16 12,26,21.26,31.8,0,10.1,41.17,38.94,1,0,0,1,Fan fault,
2024-01-16 13,26,19.26,28.95,0,10.1,41.05,39.76,1,0,0,1,Fan fault,
2024-01-16 14,26,18.39,27.47,0,10.1,41.08,39.68,1,0,0,1,Fan fault,
2024-01-16 15,26,18.07,26.63,0,10.11,40.99,39.58,1,0,0,1,Fan fault,
2024-01-16 16,26,17.85,26.15,0,10.11,41.09,39.54,1,0,0,1,Fan fault,
2024-01-16 17,26,17.72,25.77,0,10.1,41.19,39.5,0.71,0,0,0.71,Fan fault,
2024-01-16 18,26,17.68,25.46,0,10.11,40.97,39.4,1,0,0,1,Fan fault,
2024-01-16 19,26,17.76,25.34,0,10.11,38.7,39.36,1,0,0,1,Fan fault,
2024-01-17 07,26,16.88,25.36,0.5,34.81,38.86,32.36,1,0,0,1,Sensor fault,
2024-01-17 08,26,22.87,38.17,1,59.73,41.05,37.32,1,0,0,1,Sensor fault,
2024-01-17 12,26,20.2,29.71,0,10.08,41.04,38.83,1,0,0,1,Fan fault,
2024-01-17 13,26,18.61,28.13,0,10.08,40.95,39.32,1,0,0,1,Fan fault,
2024-01-17 14,26,17.77,27.01,0,10.08,41.05,39.57,1,0,0,1,Fan fault,
2024-01-17 15,26,17.44,26.43,0,10.08,41.1,39.56,1,0,0,1,Fan fault,
2024-01-17 16,26,17.16,25.93,0,10.07,41.08,39.57,1,0,0,1,Fan fault,
2024-01-17 17,26,17.36,25.66,0,10.08,40.96,39.52,1,0,0,1,Fan fault,
2024-01-17 18,26,17.55,25.46,0,10.08,41,39.49,1,0,0,1,Fan fault,
2024-01-17 19,26,17.61,25.46,0,10.08,37.64,39.2,1,0,0,1,Fan fault,
2024-01-18 06,26,14.96,16.04,0.25,10.08,33.54,27.38,1,0,0,1,Sensor fault,
2024-01-18 07,26,21.06,35.09,1,57.89,40.97,35,1,0,0,1,Sensor fault,
2024-01-18 14,26,21.89,31.26,0,10.26,40.94,40.06,1.2,0.33,0.33,0.54,Fan fault,
2024-01-18 15,26,19.28,28.55,0,10.26,40.81,41.65,1,0,1,0,Fan fault,
2024-01-18 16,26,18.41,27.25,0,10.26,40.7,41.41,1.29,0.29,1,0,Fan fault,
2024-01-18 17,26,18.17,26.55,0,10.26,40.62,39.55,0.91,0.2,0.71,0,Fan fault,
2024-01-18 18,26,18.17,26.08,0,10.26,40.57,32.15,1,0,1,0,Fan fault,
2024-01-18 19,26,18.17,25.86,0,10.26,40.15,32.53,0.91,0.2,0.71,0,Fan fault,
2024-01-19 07,26,18.38,27.72,0.6,39.01,39.38,27.44,1,0,1,0,Sensor fault,
2024-01-19 14,26,20.12,29.14,0,10.26,40.79,30.98,1,0,0.75,0.25,Fan fault,
2024-01-19 15,26,18.65,27.8,0,10.26,40.9,37.76,1,0,0,1,Fan fault,
2024-01-19 16,26,18.11,27.15,0,10.26,40.81,40.52,1,0,0,1,Fan fault,
2024-01-19 17,26,18,26.74,0,10.26,40.93,40.43,1,0,0,1,Fan fault,
2024-01-19 18,26,18.24,26.52,0,10.26,40.86,40.24,1,0,0,1,Fan fault,
2024-01-19 19,26,18.19,26.14,0,10.26,38.34,40.01,1,0,0,1,Fan fault,
2024-01-20 07,26,16.03,17.86,0,10.26,24.5,26.3,1,0,0,1,Fan fault,
2024-01-20 08,26,16.01,17.55,0,10.26,23.96,25.65,1,0,0,1,Fan fault,
2024-01-20 09,26,15.93,17.31,0,10.26,23.43,25.02,1,0,0,1,Fan fault,
2024-01-20 10,26,15.76,17.04,0,10.26,22.92,24.45,1,0,0,1,Fan fault,
2024-01-20 11,26,15.6,16.77,0,10.26,22.45,23.95,1,0,0,1,Fan fault,
2024-01-20 12,26,15.48,16.48,0,10.26,22.03,23.46,1,0,0,1,Fan fault,
2024-01-20 13,26,15.43,16.25,0,10.26,21.67,23.02,1,0,0,1,Fan fault,
2024-01-20 14,26,15.42,16.21,0,10.26,21.29,22.55,0.85,0,0.25,0.6,Fan fault,
2024-01-20 15,26,15.28,15.96,0,10.26,20.97,22.15,1,0,1,0,Fan fault,
2024-01-20 16,26,15.15,15.77,0,10.26,20.64,21.76,1,0,1,0,Fan fault,
2024-01-20 17,26,15.12,15.74,0,10.26,20.37,21.43,1.5,0,1,0.5,Fan fault,
2024-01-20 18,26,14.98,15.54,0,10.26,20.11,21.1,2,0,1,1,Fan fault,
2024-01-20 19,26,14.97,15.5,0,10.26,19.86,20.81,2,0,1,1,Fan fault,
2024-01-20 20,26,14.86,15.32,0,10.26,19.78,20.53,2,0,1,1,Fan fault,
2024-01-21 07,26,14.3,14.74,0,10.26,19.83,19.3,1,0,1,0,Fan fault,
2024-01-21 08,26,14.16,14.66,0,10.26,19.86,19.25,1,0,1,0,Fan fault,
2024-01-21 09,26,14.24,14.81,0,10.26,19.82,19.19,1,0,1,0,Fan fault,
2024-01-21 10,26,14.37,14.84,0,10.26,19.83,19.14,1,0,1,0,Fan fault,
2024-01-21 11,26,14.21,14.7,0,10.26,19.77,19.09,1,0,1,0,Fan fault,
2024-01-21 12,26,14.21,14.82,0,10.26,19.84,19.04,1,0,1,0,Fan fault,
2024-01-21 13,26,14.28,14.85,0,10.26,19.94,18.99,1,0,1,0,Fan fault,
2024-01-21 14,26,14.19,14.69,0,10.26,19.9,18.96,1,0,0.75,0.25,Fan fault,
2024-01-21 15,26,14.19,14.7,0,10.26,19.77,18.95,1,0,0,1,Fan fault,
2024-01-21 16,26,14.3,14.76,0,10.26,19.79,19.93,1,0,0,1,Fan fault,
2024-01-21 17,26,14.23,14.72,0,10.26,19.83,20.01,1,0,0,1,Fan fault,
2024-01-21 18,26,14.21,14.78,0,10.26,19.77,19.96,1,0,0,1,Fan fault,
2024-01-21 19,26,14.37,14.87,0,10.26,19.87,19.92,1,0,0,1,Fan fault,
2024-01-22 07,26,15.68,23.59,0.5,34.89,41.29,30.16,2,0,1,1,Sensor fault,
2024-01-22 10,22,25.58,34.74,1,10.15,50.95,49.77,2,0,1,1,Sensor fault,
2024-01-22 11,22,25.69,34.85,1,10.15,50.94,49.92,2,0,1,1,Sensor fault,
2024-01-22 12,22,25.6,34.81,1,10.16,50.81,49.75,2,0,1,1,Sensor fault,
2024-01-22 13,22,25.8,34.96,1,10.16,50.85,49.6,2,0,1,1,Sensor fault,
2024-01-22 14,22,25.77,34.92,1,10.15,50.86,49.78,2,0,1,1,Sensor fault,
2024-01-22 15,22,25.73,34.33,1,10.16,50.8,49.7,2,0,1,1,Sensor fault,
2024-01-22 16,22,25.78,34.02,1,10.16,51.88,49.4,1.75,0,0.75,1,Sensor fault,
2024-01-23 07,24,18.51,29.67,0.6,48.65,37.62,47.54,1,0,0,1,Sensor fault,
2024-01-23 17,25,28.13,47.45,0.75,99.98,50.38,49.5,1.8,0,0.8,1,Sensor fault,
2024-01-23 19,25,21.6,35.98,0,21.39,51.4,46.41,1,0,0,1,Fan fault,
2024-01-24 06,25,17.21,28.94,0.4,30.83,44.99,45.9,2,0,1,1,Sensor fault,
2024-01-24 18,25,19.66,27.04,0,10.15,40.42,39.76,2,0,1,1,Fan fault,
2024-01-24 19,25,18.33,25.73,0,10.16,38,36.68,2,0,1,1,Fan fault,
2024-01-25 07,25,18,29.2,0.5,61.48,49.57,43.76,1.3,0,0.5,0.8,Sensor fault,
2024-01-25 17,24,18.36,24.35,0,10.34,39.83,34.88,1,0,0,1,Fan fault,
2024-01-25 18,24,17.46,23.11,0,10.34,38.18,34.76,1,0,0,1,Fan fault,
2024-01-25 19,24,16.94,22.27,0,10.34,37.24,33.66,1,0,0,1,Fan fault,
2024-01-26 07,24,15.67,23.89,0.5,39.55,30.28,38.58,1,0,0,1,Sensor fault,
2024-01-26 18,24,17.21,22.06,0,10.16,35.85,29.65,1,0,0,1,Fan fault,
2024-01-26 19,24,15.94,20.72,0,10.16,33.58,26.57,1,0,0,1,Fan fault,
2024-01-27 07,24,13.32,13.83,0,10.15,20.34,18.96,1,0,0,1,Fan fault,
2024-01-27 08,24,13.21,13.81,0,10.16,20.21,19.07,1,0,0,1,Fan fault,
2024-01-27 09,24,13.22,13.76,0,10.16,20.08,19.18,1,0,0,1,Fan fault,
2024-01-27 10,24,13.14,13.68,0,10.16,19.95,19.19,1,0,0,1,Fan fault,
